S3 URI,catetory,tags,result,new catetory,new tags,Input Tokens,Output Tokens
"s3://video-classify/d9901de09e17466b992fb986d9c1fd7e.mp4","","","","[{""catetory1"": ""Economy & Business"", ""catetory2"": ""Industry News"", ""catetory3"": [""Manufacturing & Industrial News"", ""Energy & Environmental Industry""], ""weight"": {""Economy & Business"": 80, ""Industry News"": 75, ""Manufacturing & Industrial News"": 72, ""Energy & Environmental Industry"": 70}}, {""catetory1"": ""Technology"", ""catetory2"": ""Hardware & Devices"", ""catetory3"": [""Smartphones & Smart Devices"", ""Computer Hardware & Components""], ""weight"": {""Technology"": 90, ""Hardware & Devices"": 85, ""Smartphones & Smart Devices"": 82, ""Computer Hardware & Components"": 80}}]","[{""tag"": ""logistics"", ""scores"": 100}, {""tag"": ""delivery"", ""scores"": 95}, {""tag"": ""unloading"", ""scores"": 90}, {""tag"": ""sorting"", ""scores"": 85}, {""tag"": ""damaged goods"", ""scores"": 80}]","20140","653"
"s3://video-classify/8ab5a81414a64c27a82f5d016c0967ae.mp4","","","","[{""catetory1"": ""Science & Nature"", ""catetory2"": ""Natural Sciences"", ""catetory3"": [""Physics & Chemistry"", ""Physics & Chemistry""], ""weight"": {""Food & Cooking"": 90, ""Cooking Tutorials & Recipes"": 85, ""Ingredients & Nutrition Knowledge"": 80, ""Creative Food & DIY"": 78}}]","[{""tag"": ""cooking"", ""scores"": 100}, {""tag"": ""dessert"", ""scores"": 95}, {""tag"": ""recipe"", ""scores"": 90}, {""tag"": ""food"", ""scores"": 85}, {""tag"": ""chocolate"", ""scores"": 80}]","19987","402"
"s3://video-classify/b4c37d3f22514a58a309af0a3be1fec1.mp4","","","","[{""catetory1"": ""Health & Lifestyle"", ""catetory2"": ""Health Management & Lifestyle"", ""catetory3"": [""Healthy Lifestyle Recommendations"", ""Health Data & Personalized Management""], ""weight"": {""Health & Lifestyle"": 90, ""Health Management & Lifestyle"": 85, ""Healthy Lifestyle Recommendations"": 80, ""Health Data & Personalized Management"": 75}}]","[{""tag"": ""skincare"", ""scores"": 100}, {""tag"": ""acne"", ""scores"": 95}, {""tag"": ""beauty"", ""scores"": 90}, {""tag"": ""skin"", ""scores"": 85}, {""tag"": ""face"", ""scores"": 80}]","20236","655"
"s3://video-classify/aa467322d41641f4b90ec8c4f362a1b2.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Vlog & Daily Life"", ""catetory3"": [""Daily Journals"", ""Cute Pets""], ""weight"": {""Lifestyle"": 80, ""Vlog & Daily Life"": 75, ""Daily Journals"": 70, ""Cute Pets"": 65}}]","[{""tag"": ""hamster"", ""scores"": 95}, {""tag"": ""pet"", ""scores"": 90}, {""tag"": ""care"", ""scores"": 85}, {""tag"": ""interaction"", ""scores"": 80}, {""tag"": ""bath"", ""scores"": 75}]","20068","476"
"s3://video-classify/1bb6fceaca95458ba12f4f9da5919043.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Vlog & Daily Life"", ""catetory3"": [""Daily Journals"", ""Personal Growth & Life Reflections""], ""weight"": {""Lifestyle"": 80, ""Vlog & Daily Life"": 75, ""Daily Journals"": 70, ""Personal Growth & Life Reflections"": 68}}]","[{""tag"": ""self-care"", ""scores"": 90}, {""tag"": ""beauty"", ""scores"": 85}, {""tag"": ""fashion"", ""scores"": 80}, {""tag"": ""Chinese"", ""scores"": 70}, {""tag"": ""vlog"", ""scores"": 65}]","10739","369"
"s3://video-classify/49ad6aef12ed43d3b68f00bb5c32eeac.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Celebrities & Public Figures"", ""catetory3"": [""Celebrity Gossip & Lifestyle"", ""Interviews & Exclusive Features""], ""weight"": {""Entertainment"": 80, ""Celebrities & Public Figures"": 75, ""Celebrity Gossip & Lifestyle"": 70, ""Interviews & Exclusive Features"": 65}}, {""catetory1"": ""Local News"", ""catetory2"": ""Events & Emergencies"", ""catetory3"": [""Local Emergencies & Accidents"", ""Festivals & Activities""], ""weight"": {""Local News"": 70, ""Events & Emergencies"": 65, ""Local Emergencies & Accidents"": 60, ""Festivals & Activities"": 55}}]","[{""tag"": ""beach"", ""scores"": 90}, {""tag"": ""fishing"", ""scores"": 85}, {""tag"": ""market"", ""scores"": 80}, {""tag"": ""interview"", ""scores"": 75}, {""tag"": ""local"", ""scores"": 70}]","19945","459"
"s3://video-classify/4412d1e53bff45c6a28aac28dd5adf10.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Appearance & Image"", ""catetory3"": [""Celebrity & Influencer Image Showcases"", ""Styling & Fashion Runway""], ""weight"": {""Entertainment"": 90, ""Appearance & Image"": 85, ""Celebrity & Influencer Image Showcases"": 80, ""Styling & Fashion Runway"": 75}}]","[{""tag"": ""fashion"", ""scores"": 100}, {""tag"": ""beauty"", ""scores"": 95}, {""tag"": ""style"", ""scores"": 90}, {""tag"": ""dress"", ""scores"": 85}, {""tag"": ""mirror"", ""scores"": 80}]","11844","323"
"s3://video-classify/ef60a99da71b4a00b8d6fbfedd9c018c.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Fashion & Beauty"", ""catetory3"": [""Makeup & Beauty Tips"", ""Hairstyles & Care""], ""weight"": {""Lifestyle"": 85, ""Fashion & Beauty"": 80, ""Makeup & Beauty Tips"": 75, ""Hairstyles & Care"": 70}}]","[{""tag"": ""lipstick"", ""scores"": 95}, {""tag"": ""cosmetics"", ""scores"": 90}, {""tag"": ""beauty"", ""scores"": 85}, {""tag"": ""makeup"", ""scores"": 80}, {""tag"": ""fashion"", ""scores"": 75}]","19955","369"
"s3://video-classify/e0f3039c6f464df58a48ba474e746f55.mp4","","","","[{""catetory1"": ""Science & Nature"", ""catetory2"": ""Natural Sciences"", ""catetory3"": [""Physics & Chemistry"", ""Geography & Geology""], ""weight"": {""Food & Cooking"": 90, ""Cooking Tutorials & Recipes"": 85, ""Food Culture & History"": 80}}]","[{""tag"": ""cooking"", ""scores"": 100}, {""tag"": ""grilling"", ""scores"": 95}, {""tag"": ""food preparation"", ""scores"": 90}, {""tag"": ""ingredients"", ""scores"": 85}, {""tag"": ""culinary techniques"", ""scores"": 80}]","20112","517"
"s3://video-classify/f3f609e8d37b48a3abc94362c40405e7.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Movies & TV Shows"", ""catetory3"": [""Reviews & Recommendations"", ""Film Festivals & Awards""], ""weight"": {""Entertainment"": 80, ""Vlog & Daily Life"": 75, ""Cute Pets"": 70, ""Daily Journals"": 65}}]","[{""tag"": ""cat"", ""scores"": 100}, {""tag"": ""walk"", ""scores"": 90}, {""tag"": ""ice cream"", ""scores"": 80}, {""tag"": ""lake"", ""scores"": 70}, {""tag"": ""tree"", ""scores"": 60}]","20039","443"
"s3://video-classify/2a22eb45f1fe4b56afc18d0163431f01.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Vlog & Daily Life"", ""catetory3"": [""Cute Pets""], ""weight"": {""Lifestyle"": 90, ""Vlog & Daily Life"": 85, ""Cute Pets"": 80}}]","[{""tag"": ""cat"", ""scores"": 100}, {""tag"": ""kitten"", ""scores"": 95}, {""tag"": ""mother cat"", ""scores"": 90}, {""tag"": ""litter box"", ""scores"": 85}, {""tag"": ""indoor cat"", ""scores"": 80}]","20178","573"
"s3://video-classify/f367f226cf6b4b9b82b0068409c6dff4.mp4","","","","[{""catetory1"": ""Science & Nature"", ""catetory2"": ""Natural Sciences"", ""catetory3"": [""Physics & Chemistry"", ""Geography & Geology""], ""weight"": {""Food & Cooking"": 90, ""Cooking Tutorials & Recipes"": 85, ""Food Culture & History"": 80}}, {""catetory1"": ""Lifestyle"", ""catetory2"": ""Vlog & Daily Life"", ""catetory3"": [""Daily Journals"", ""Food Experiences""], ""weight"": {""Lifestyle"": 70, ""Vlog & Daily Life"": 65, ""Daily Journals"": 60, ""Food Experiences"": 55}}]","[{""tag"": ""cooking"", ""scores"": 100}, {""tag"": ""food"", ""scores"": 95}, {""tag"": ""daily life"", ""scores"": 85}, {""tag"": ""vlog"", ""scores"": 80}, {""tag"": ""recipe"", ""scores"": 75}]","20311","801"
"s3://video-classify/72820a5b97ec4cd78ea2681183bacf6b.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Vlog & Daily Life"", ""catetory3"": [""Daily Journals"", ""Travel & Exploration""], ""weight"": {""Lifestyle"": 80, ""Vlog & Daily Life"": 75, ""Daily Journals"": 70, ""Travel & Exploration"": 68}}, {""catetory1"": ""Economy & Business"", ""catetory2"": ""Industry News"", ""catetory3"": [""Finance & Banking"", ""Technology Sector""], ""weight"": {""Economy & Business"": 75, ""Industry News"": 70, ""Finance & Banking"": 65, ""Technology Sector"": 68}}]","[{""tag"": ""clothing"", ""scores"": 100}, {""tag"": ""shopping"", ""scores"": 90}, {""tag"": ""made in china"", ""scores"": 80}, {""tag"": ""fashion"", ""scores"": 70}, {""tag"": ""retail"", ""scores"": 60}]","19945","446"
"s3://video-classify/5380a4da6edd48f7b374f8be1efbba7d.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Funny"", ""catetory3"": [""Short Skits & Situational Comedy"", ""Viral Memes & Jokes""], ""weight"": {""Entertainment"": 80, ""Funny"": 75, ""Short Skits & Situational Comedy"": 70, ""Viral Memes & Jokes"": 68}}]","[{""tag"": ""funny"", ""scores"": 100}, {""tag"": ""comedy"", ""scores"": 90}, {""tag"": ""memes"", ""scores"": 80}, {""tag"": ""humor"", ""scores"": 70}, {""tag"": ""jokes"", ""scores"": 60}]","10680","314"
"s3://video-classify/a468ce26bf794ef4bf77613082e0d83f.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Variety Shows"", ""catetory3"": [""Show Updates"", ""Behind-the-Scenes Highlights""], ""weight"": {""Entertainment"": 80, ""Variety Shows"": 75, ""Show Updates"": 70, ""Behind-the-Scenes Highlights"": 68}}, {""catetory1"": ""Local News"", ""catetory2"": ""Events & Emergencies"", ""catetory3"": [""Festivals & Activities"", ""Community & Local News""], ""weight"": {""Local News"": 70, ""Events & Emergencies"": 65, ""Festivals & Activities"": 60, ""Community & Local News"": 58}}]","[{""tag"": ""local food"", ""scores"": 95}, {""tag"": ""Chinese characters"", ""scores"": 90}, {""tag"": ""landmark"", ""scores"": 85}, {""tag"": ""restaurant"", ""scores"": 80}, {""tag"": ""promotional video"", ""scores"": 75}]","20095","607"
"s3://video-classify/390ba99704624de8b096f88a3a12ee54.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Appearance & Image"", ""catetory3"": [""Celebrity & Influencer Image Showcases"", ""Styling & Fashion Runway""], ""weight"": {""Entertainment"": 90, ""Appearance & Image"": 85, ""Celebrity & Influencer Image Showcases"": 80, ""Styling & Fashion Runway"": 75}}]","[{""tag"": ""fashion"", ""scores"": 100}, {""tag"": ""style"", ""scores"": 95}, {""tag"": ""outfit"", ""scores"": 90}, {""tag"": ""posing"", ""scores"": 85}, {""tag"": ""train station"", ""scores"": 80}]","13003","330"
"s3://video-classify/bc7ef75f39244f6dbc01c1d506f47e96.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Movies & TV Shows"", ""catetory3"": [""Reviews & Recommendations"", ""Film Festivals & Awards""], ""weight"": {""Entertainment"": 80, ""Vlog & Daily Life"": 75, ""Cute Pets"": 70, ""Daily Journals"": 68}}]","[{""tag"": ""cat"", ""scores"": 100}, {""tag"": ""pet"", ""scores"": 90}, {""tag"": ""home"", ""scores"": 80}, {""tag"": ""walk"", ""scores"": 70}, {""tag"": ""adventure"", ""scores"": 60}]","19970","373"
"s3://video-classify/fe0af67d33d34f7b9a88ac72fefa7a36.mp4","","","","[{""catetory1"": ""Science & Nature"", ""catetory2"": ""Environment & Climate"", ""catetory3"": [""Global Warming & Climate Change"", ""Environmental Policies & Actions""], ""weight"": {""Science & Nature"": 80, ""Environment & Climate"": 75, ""Global Warming & Climate Change"": 70, ""Environmental Policies & Actions"": 68}}]","[{""tag"": ""turtle"", ""scores"": 100}, {""tag"": ""aquarium"", ""scores"": 90}, {""tag"": ""habitat"", ""scores"": 80}, {""tag"": ""pet"", ""scores"": 70}, {""tag"": ""care"", ""scores"": 60}]","19960","377"
"s3://video-classify/b4b5385267e34df9852dc6ff841ce1eb.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Fashion & Beauty"", ""catetory3"": [""Makeup & Beauty Tips"", ""Hairstyles & Care""], ""weight"": {""Lifestyle"": 80, ""Fashion & Beauty"": 75, ""Makeup & Beauty Tips"": 70, ""Hairstyles & Care"": 68}}, {""catetory1"": ""Health & Lifestyle"", ""catetory2"": ""Health Management & Lifestyle"", ""catetory3"": [""Healthy Lifestyle Recommendations"", ""Health Data & Personalized Management""], ""weight"": {""Health & Lifestyle"": 70, ""Health Management & Lifestyle"": 65, ""Healthy Lifestyle Recommendations"": 60, ""Health Data & Personalized Management"": 58}}]","[{""tag"": ""beauty"", ""scores"": 95}, {""tag"": ""skincare"", ""scores"": 90}, {""tag"": ""sunscreen"", ""scores"": 85}, {""tag"": ""cosmetics"", ""scores"": 80}, {""tag"": ""health"", ""scores"": 75}]","20060","564"
"s3://video-classify/edd25ce641bd4c64bc288292415132b6.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Food & Cooking"", ""catetory3"": [""Cooking Tutorials & Recipes"", ""Food Spot Reviews & Evaluations""], ""weight"": {""Lifestyle"": 80, ""Food & Cooking"": 75, ""Cooking Tutorials & Recipes"": 70, ""Food Spot Reviews & Evaluations"": 68}}]","[{""tag"": ""food"", ""scores"": 100}, {""tag"": ""cooking"", ""scores"": 90}, {""tag"": ""recipe"", ""scores"": 80}, {""tag"": ""dish"", ""scores"": 70}, {""tag"": ""ingredients"", ""scores"": 60}]","20311","725"
"s3://video-classify/69bb2f7f7a494ef3b3f9d53a0810b935.mp4","","","","[{""catetory1"": ""Science & Nature"", ""catetory2"": ""Natural Sciences"", ""catetory3"": [""Geography & Geology"", ""Astronomy & Space Exploration""], ""weight"": {""Science & Nature"": 80, ""Natural Sciences"": 75, ""Geography & Geology"": 70, ""Astronomy & Space Exploration"": 68}}]","[{""tag"": ""globe"", ""scores"": 100}, {""tag"": ""geography"", ""scores"": 95}, {""tag"": ""education"", ""scores"": 90}, {""tag"": ""technology"", ""scores"": 85}, {""tag"": ""map"", ""scores"": 80}]","19969","385"
"s3://video-classify/33e784393507417abda7e4c52deed60f.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Appearance & Image"", ""catetory3"": [""Celebrity & Influencer Image Showcases"", ""Styling & Fashion Runway""], ""weight"": {""Entertainment"": 90, ""Appearance & Image"": 85, ""Celebrity & Influencer Image Showcases"": 80, ""Styling & Fashion Runway"": 78}}]","[{""tag"": ""fashion"", ""scores"": 95}, {""tag"": ""outfit change"", ""scores"": 85}, {""tag"": ""modeling"", ""scores"": 80}, {""tag"": ""confidence"", ""scores"": 75}, {""tag"": ""style"", ""scores"": 70}]","8383","318"
"s3://video-classify/6e2bcfb74bb24d7c86101f083e45d054.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Appearance & Image"", ""catetory3"": [""Celebrity & Influencer Image Showcases"", ""Styling & Fashion Runway""], ""weight"": {""Entertainment"": 90, ""Appearance & Image"": 85, ""Celebrity & Influencer Image Showcases"": 80, ""Styling & Fashion Runway"": 75}}]","[{""tag"": ""fashion"", ""scores"": 95}, {""tag"": ""style"", ""scores"": 90}, {""tag"": ""hair"", ""scores"": 85}, {""tag"": ""photoshoot"", ""scores"": 80}, {""tag"": ""posing"", ""scores"": 75}]","8405","338"
"s3://video-classify/9d969111ba0846a89dc8edf92098b8de.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Appearance & Image"", ""catetory3"": [""Celebrity & Influencer Image Showcases"", ""Styling & Fashion Runway""], ""weight"": {""Entertainment"": 90, ""Appearance & Image"": 85, ""Celebrity & Influencer Image Showcases"": 80, ""Styling & Fashion Runway"": 75}}]","[{""tag"": ""fashion"", ""scores"": 95}, {""tag"": ""style"", ""scores"": 90}, {""tag"": ""beauty"", ""scores"": 85}, {""tag"": ""hair"", ""scores"": 80}, {""tag"": ""makeup"", ""scores"": 75}]","8386","319"
"s3://video-classify/545d7b1aa5324aef92784e78e192c343.mp4","","","","[{""catetory1"": ""Education"", ""catetory2"": ""Popular Science"", ""catetory3"": [""Technology Popularization"", ""Life Hacks""], ""weight"": {""Education"": 80, ""Popular Science"": 75, ""Technology Popularization"": 70, ""Life Hacks"": 68}}]","[{""tag"": ""Chinese textbook"", ""scores"": 100}, {""tag"": ""Chinese language"", ""scores"": 95}, {""tag"": ""Illustrations"", ""scores"": 85}, {""tag"": ""Children's book"", ""scores"": 80}, {""tag"": ""Chinese characters"", ""scores"": 75}]","19985","394"
"s3://video-classify/4dcecfb162a443569299f195bb79c1b3.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Fashion & Beauty"", ""catetory3"": [""Makeup & Beauty Tips"", ""Hairstyles & Care""], ""weight"": {""Lifestyle"": 90, ""Fashion & Beauty"": 85, ""Makeup & Beauty Tips"": 80, ""Hairstyles & Care"": 75}}]","[{""tag"": ""makeup"", ""scores"": 100}, {""tag"": ""beauty"", ""scores"": 95}, {""tag"": ""eyeliner"", ""scores"": 90}, {""tag"": ""mascara"", ""scores"": 85}, {""tag"": ""lipstick"", ""scores"": 80}]","12927","257"
"s3://video-classify/32e533aa4cbb43e7ad257e361ce60988.mp4","","","","[{""catetory1"": ""Lifestyle"", ""catetory2"": ""Fashion & Beauty"", ""catetory3"": [""Makeup & Beauty Tips"", ""Hairstyles & Care""], ""weight"": {""Lifestyle"": 80, ""Fashion & Beauty"": 75, ""Makeup & Beauty Tips"": 70, ""Hairstyles & Care"": 68}}]","[{""tag"": ""facial mask"", ""scores"": 100}, {""tag"": ""skincare"", ""scores"": 95}, {""tag"": ""beauty routine"", ""scores"": 90}, {""tag"": ""cosmetics"", ""scores"": 85}, {""tag"": ""self-care"", ""scores"": 80}]","19868","288"
"s3://video-classify/76736deb68884e9a8acd916a9679dbcb.mp4","","","","[{""catetory1"": ""Entertainment"", ""catetory2"": ""Appearance & Image"", ""catetory3"": [""Celebrity & Influencer Image Showcases"", ""Styling & Fashion Runway""], ""weight"": {""Entertainment"": 85, ""Appearance & Image"": 80, ""Celebrity & Influencer Image Showcases"": 75, ""Styling & Fashion Runway"": 70}}]","[{""tag"": ""fashion"", ""scores"": 95}, {""tag"": ""style"", ""scores"": 90}, {""tag"": ""sunglasses"", ""scores"": 85}, {""tag"": ""red light"", ""scores"": 80}, {""tag"": ""photoshoot"", ""scores"": 75}]","8358","300"
